line,station
7,Flushing-Main Street
7,Mets-Willets Point
7,111 Street
7,103 Street-Corona Plaza
7,Junction Boulevard
7,90 Street-Elmhurst Avenue
7,82 Street-Jackson Heights
7,74 Street-Broadway
7,69 Street
7,Woodside-61Street
7,52 Street
7,46 Street
7,40 Street
7,33 Street
7,Queensboro Plaza
7,Court Sq
7,Hunters Point Avenue
7,Vernon Boulevard-Jackson Avenue
7,Grand Central-42 Street
7,5 Avenue- Bryant Park
7,Times Square-42 Street7,
