line,station
G,Court Sq
G,21 Street
G,Greenpoint Avenue
G,Nassau Avenue
G,Metropolitan Avenue
G,Broadway
G,Flushing Avenue
G,Myrtle-Willoughby Avenues
G,Bedford-Nostrand Avenues
G,Classon Avenue
G,Clinton-Washington Avenues
G,Fulton Street
G,Hoyt Street-Schermerhorn Street
G,Bergen Street
G,Carroll Street
G,Smith-9 Streets
G,4 Avenue
G,7 Avenue
G,15 Street-Prospect Park
G,Fort Hamilton Parkway
G,Church AvenueG,
